Date,Stock Symbol,Open,High,Low,Close,Adjusted Close,Volume
2022-01-03,AAPL,99.77789293344212,100.38572455349089,99.91046950160936,100.03628104691936,100.24668268519305,3871650
2022-01-04,AAPL,99.43911837842067,100.70155724632899,99.89182534506195,100.0452841910867,101.45315577679918,1686352
2022-01-05,AAPL,99.98551784129332,101.42745242378484,98.63058802287206,100.06585895076881,101.9166573601881,4847853
2022-01-06,AAPL,99.1998842923076,100.23823322793979,98.78946394505425,100.11167681475284,98.55202616577878,2967592
2022-01-07,AAPL,100.75051929908392,101.36634881045158,99.34925412574547,100.15002797455584,100.67414034544399,2170599
2022-01-10,AAPL,99.28428285515498,101.08803146504414,100.05778022930767,100.1314824169583,102.1260775188959,3530849
2022-01-11,AAPL,100.18921154751541,100.72034456893519,98.44450496102701,100.15148418530883,102.10599716237644,1614241
2022-01-12,AAPL,99.76249976841524,100.62699625386169,98.66106914772105,100.14945704114287,100.56336670425424,4958593
2022-01-13,AAPL,100.30370869786495,101.17894514903841,99.89513105390341,100.14839266410699,98.65826818694923,2890505
2022-01-14,AAPL,101.07791949228455,100.89461953705431,99.1397874947839,100.15760463414577,100.49090042113556,4954775
2022-01-17,AAPL,100.45309614417144,101.07599971500315,99.95908136364098,100.16148550556899,98.16652767410407,1038212
2022-01-18,AAPL,99.26051562578857,100.8678187566628,98.55948614813322,100.19157097570825,98.98490912039998,4127576
2022-01-19,AAPL,100.06830737327704,102.15281232867817,99.27118675309808,100.20779173021118,102.03607551327161,1156678
2022-01-20,AAPL,100.23130125141635,100.47866780952694,98.86091831879646,100.21122523054105,99.53155491178673,4465057
2022-01-21,AAPL,100.29361746328982,100.41513847346454,98.85116533207353,100.22110249519595,100.77588685421165,1558450
2022-01-24,AAPL,100.59239096794501,100.91713063492281,99.11999908432388,100.22877598174344,99.3502085969022,2495807
2022-01-25,AAPL,99.8136947815639,101.44478065704497,99.12286834684727,100.25965756320659,102.05559632525126,3240060
2022-01-26,AAPL,99.5123711797804,101.57828963408865,98.96795064759992,100.25655439793127,101.17313482762337,1949464
2022-01-27,AAPL,100.04860082811656,101.0604252980499,100.09330865159217,100.26381575196429,99.58062275397158,1084029
2022-01-28,AAPL,101.16280662559052,102.25124092445945,99.70989308719828,100.24773383717826,101.41767068895612,4890164
2022-01-31,AAPL,99.5706989023455,100.90285123545783,99.65169088578126,100.19767404086157,98.6272379186019,1744635
2022-02-01,AAPL,101.0214251656923,101.65761485417208,98.78856614635818,100.21174641277038,99.78011012990564,3608631
2022-02-02,AAPL,100.31784857505656,101.50813385425565,99.38351115197476,100.23003513674757,99.11234246262954,3014841
2022-02-03,AAPL,100.12982837165339,101.84581507498913,99.7735959108668,100.21619183633945,100.95268643176446,4058122
2022-02-04,AAPL,101.02867613089086,102.22016513770285,99.85269415995872,100.26258692881919,98.6681963595105,3773789
2022-02-07,AAPL,100.15151339176357,102.01826005362143,98.92048638973961,100.23449961532722,99.82163704834919,2377519
2022-02-08,AAPL,100.68580998977161,101.76915380949471,99.77707691744759,100.23641478567325,99.3409015742635,1254968
2022-02-09,AAPL,100.03124985477841,101.63343127422812,99.70422462296938,100.23367110867272,100.25910207224756,2216540
2022-02-10,AAPL,101.07555955401337,100.93810336470878,98.54378403930176,100.2653266929599,99.66332436889392,4824792
2022-02-11,AAPL,100.67688776941648,100.59195847824395,100.02681196980963,100.29571386835791,101.12379771784163,3715011
2022-02-14,AAPL,100.70025391038077,100.42546040452177,99.17910577755765,100.29981281687185,98.39241939803779,1037330
2022-02-15,AAPL,99.96275433227738,100.79367140959098,99.27802939052202,100.3083760672639,100.84597648688181,1845461
